Title,Tags,Answered,Link,With code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
BitmapFactory.decodeFile out of memory with images 2400x2400,"android,bitmap",True,https://stackoverflow.com/questions/19678665/bitmapfactory-decodefile-out-of-memory-with-images-2400x2400,True,out of memory,Memory Consumption,Image,Bitmap,,,,1,1,1
Memory Leak on one instance of a View,"java,android,memory-management,memory-leaks,out-of-memory",True,https://stackoverflow.com/questions/19651357/memory-leak-on-one-instance-of-a-view,True,memory leak,No,No,,new factor,,,0,0,0
Loading too many JPEG Files(100 s of ) cause out of memory error,"java,android,image,image-processing",True,https://stackoverflow.com/questions/19605750/loading-too-many-jpeg-files100-s-of-cause-out-of-memory-error,True,out of memory,No,No,,,,"android:largeHeap=""true""
",0,0,0
How to avoid the battery drain while implementing the GPS?,android,True,https://stackoverflow.com/questions/5964925/how-to-avoid-the-battery-drain-while-implementing-the-gps,True,battery drain,Energy Consumption,Resource,,,"I want the gps to return the most accurate value. So I set the minValue and minDistance value of the requestLocationUpdates function to 0.

Then to solve the problem with battery drain I'll start and stop the gps (which is a service) when the app comes to foreground and when the app enters background.

To start the GPS i used

locationManager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 0, 0, locationListener);
in the onCreate of the service.

To end the GPS i used

locationManager.removeUpdates(locationListener);
in the onDestroy of the service.

You have to do the starting and stopping of the gps in a service, so that you can start and stop the same instances of the location listener otherwise this thing will go drastically wrong",,1,1,1
Out of memory error when putting large JSON (InputStream) to String,"java,android,string,out-of-memory",True,https://stackoverflow.com/questions/5842201/out-of-memory-error-when-putting-large-json-inputstream-to-string,True,out of memory,No,No,,,,,0,0,0
Seeking guidance: data storage decision,android,True,https://stackoverflow.com/questions/5826149/seeking-guidance-data-storage-decision,True,data storage,No,,,,,,0,0,0
How do I put a capped maximum directory storage space in SD?,"java,android,video,service,camera",True,https://stackoverflow.com/questions/5801979/how-do-i-put-a-capped-maximum-directory-storage-space-in-sd,True,storage space,No,,,,,,0,0,0
Canvas and surfaceView example crash/freeze - Memory Leak?,"android,canvas,surfaceview",True,https://stackoverflow.com/questions/5650810/canvas-and-surfaceview-example-crash-freeze-memory-leak,True,memory leak,No,No,,,,,0,0,0
Android out of memory prevention,"android,memory,download,bitmap,out-of-memory",True,https://stackoverflow.com/questions/5579793/android-out-of-memory-prevention,True,out of memory,No,No,,,,,0,0,0
Android - memory leak or?,"android,memory,spinner,memory-leaks",True,https://stackoverflow.com/questions/5577316/android-memory-leak-or,True,memory leak,No,No,,,,,0,0,0
bitmap.copy() throws out of memory error,"android,universal-image-loader",True,https://stackoverflow.com/questions/23763405/bitmap-copy-throws-out-of-memory-error,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Clueless About a (Possible) Android Memory Leak,"java,android,memory-leaks,bitmap,eclipse-memory-analyzer",True,https://stackoverflow.com/questions/23652549/clueless-about-a-possible-android-memory-leak,True,memory leak,No,No,,,,,0,0,0
Could passing Context to a static helper method as an argument potentially cause a memory leak?,"java,android",True,https://stackoverflow.com/questions/23625937/could-passing-context-to-a-static-helper-method-as-an-argument-potentially-cause,True,memory leak,No,No,,,,,0,0,0
how to clean up FragmentPagerAdapter on destroy for memory leaks,"android,memory-leaks,out-of-memory,fragmentpageradapter",True,https://stackoverflow.com/questions/23602551/how-to-clean-up-fragmentpageradapter-on-destroy-for-memory-leaks,True,memory leak,No,No,,,,,0,0,0
Set Max Cache Size on Disk Android Universal Image Loader,"java,android,image",True,https://stackoverflow.com/questions/23463830/set-max-cache-size-on-disk-android-universal-image-loader,True,cache size,No,,,,,,0,0,0
android-getting error out of memory with showing images,"android,memory,imageview",True,https://stackoverflow.com/questions/23443406/android-getting-error-out-of-memory-with-showing-images,True,out of memory,No,No,,,,,0,0,0
Memory Leak with Single Method,"java,android,memory-leaks,heap-memory",True,https://stackoverflow.com/questions/18179026/memory-leak-with-single-method,True,memory leak,No,No,,,,,0,0,0
Android out of memory error on choosing second image,"android,memory,out-of-memory,main-activity",True,https://stackoverflow.com/questions/18114726/android-out-of-memory-error-on-choosing-second-image,True,out of memory,No,No,,,,,0,0,0
BitmapLruCache for Volley Calculating the cache size?,"android,android-volley",True,https://stackoverflow.com/questions/18007454/bitmaplrucache-for-volley-calculating-the-cache-size,True,cache size,No,,,,,,0,0,0
Rotating the phone causes memory out of memory,"android,memory-leaks,bitmap,rotation,drawable",True,https://stackoverflow.com/questions/17996888/rotating-the-phone-causes-memory-out-of-memory,True,out of memory,Memory Consumption,Image,really good example,example,,,1,1,1
Out of memory while creating bitmaps on device,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/17990086/out-of-memory-while-creating-bitmaps-on-device,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Will Looping a Runnable Cause a Memory Leak,"android,memory-management,handler",True,https://stackoverflow.com/questions/17985176/will-looping-a-runnable-cause-a-memory-leak,True,memory leak,Memory Consumption,Data Type,,,"The problem is that you have created a circular reference. You have declared your runnable as a non-static inner class, which means that it will automatically maintain a reference to the activity. The runnable itself is a member variable of your activity, which closes the circle. The garbage collector will never be able to free these objects since there will always be a living reference.","Using a static inner class with a weak reference to the activity is the safest way to fix the problem. You can see a great code example here. If mainHandler is another non-static inner class, it will create a second circular reference for the same reasons so you will have to do the same thing there.",1,1,1
How to write a service to keep track of gprs data usage on android device,"android,android-service",True,https://stackoverflow.com/questions/17989962/how-to-write-a-service-to-keep-track-of-gprs-data-usage-on-android-device,True,data usage,No,,,,,,0,0,0
How to release memory in android to avoid memory leak,"android,performance,memory-leaks",True,https://stackoverflow.com/questions/17894903/how-to-release-memory-in-android-to-avoid-memory-leak,True,memory leak,No,No,,,,,0,0,0
Android - Out of memory Error. When it run on real device,android,True,https://stackoverflow.com/questions/17855325/android-out-of-memory-error-when-it-run-on-real-device,True,out of memory,Memory Consumption,Image,,,"May cause this. For creating Bitmaps memory-efficient you should use BitmapOptions

",,1,1,1
android mmap fails with out of memory,"android,memory,android-ndk,mmap",True,https://stackoverflow.com/questions/33897711/android-mmap-fails-with-out-of-memory,True,out of memory,No,No,,,,,0,0,0
Android find CPU Usage of app programmatically from another package,"java,android,cpu",True,https://stackoverflow.com/questions/33869646/android-find-cpu-usage-of-app-programmatically-from-another-package,True,cpu usage,No,,,,,,0,0,0
How to properly use Resource Shrinking to reduce APK size?,"android,android-gradle-plugin,apk",True,https://stackoverflow.com/questions/33852977/how-to-properly-use-resource-shrinking-to-reduce-apk-size,True,apk size,Storage Consumption,Configuration,,,,,1,1,1
OpenCL Android Matrix Multiplication Out of memory (mmap fail errno 12),"android,matrix,opencl,mmap,multiplication",True,https://stackoverflow.com/questions/33821178/opencl-android-matrix-multiplication-out-of-memory-mmap-fail-errno-12,True,out of memory,No,No,,,,,0,0,0
Android Out of Memory error on drawable folder [duplicate],"android,out-of-memory,runtime-error",True,https://stackoverflow.com/questions/33779866/android-out-of-memory-error-on-drawable-folder,True,out of memory,No,No,,,,,0,0,0
Android bitmap/ byte array memory leak,"java,android,memory-leaks,bitmap",True,https://stackoverflow.com/questions/33771946/android-bitmap-byte-array-memory-leak,True,memory leak,No,No,,,,,0,0,0
How to get scaled bitmap with respect to screen size with out getting Out of memory exception,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/33392964/how-to-get-scaled-bitmap-with-respect-to-screen-size-with-out-getting-out-of-mem,True,out of memory,No,No,,,,,0,0,0
How OOM(out of memory excepetion) happens in android?,"android,imageview,android-bitmap",True,https://stackoverflow.com/questions/33341709/how-oomout-of-memory-excepetion-happens-in-android,True,out of memory,No,No,,,,,0,0,0
Out of Memory error - possibly due to memory leak?,"java,android,memory,memory-leaks,out-of-memory",True,https://stackoverflow.com/questions/33352160/out-of-memory-error-possibly-due-to-memory-leak,True,"memory leak
out of memory",Memory Consumption,Object Creation,,,"Memory overflow due to recursive object creation. Specifically, when a BoardActivity is initialised, a Move object is created, and the initialisation of the Move object creates a Player object, and the initialisation of the Player object creates a new BoardActivity object, forming an infinite loop.

",,1,1,1
Android CPU usage of each function,android,True,https://stackoverflow.com/questions/33343055/android-cpu-usage-of-each-function,True,cpu usage,No,,,,,,0,0,0
out of memory error in file manager,"android,listview,out-of-memory",True,https://stackoverflow.com/questions/33235201/out-of-memory-error-in-file-manager,True,out of memory,No,No,,,,,0,0,0
Android test out of storage space,"java,android,testing,filesystems",True,https://stackoverflow.com/questions/33241465/android-test-out-of-storage-space,True,storage space,No,,,,,,0,0,0
Android Media player keeps app instance and cause a memory leak,"android,memory-leaks,android-mediaplayer,leakcanary",True,https://stackoverflow.com/questions/33221516/android-media-player-keeps-app-instance-and-cause-a-memory-leak,True,memory leak,Memory Consumption,Resource,media player,example,,,1,1,1
Possible Memory leak through FinalizerReference,"java,android,memory-leaks",True,https://stackoverflow.com/questions/33666382/possible-memory-leak-through-finalizerreference,True,memory leak,No,No,,,,,0,0,0
Out of Memory using Retrofit 2 for downloading a file,"java,android,retrofit",True,https://stackoverflow.com/questions/33662253/out-of-memory-using-retrofit-2-for-downloading-a-file,True,out of memory,No,No,,,,,0,0,0
Why doesn't the MediaRecorder function cause ANR error?,android,True,https://stackoverflow.com/questions/33541279/why-doesnt-the-mediarecorder-function-cause-anr-error,True, ANR ,No,No,,,,,0,0,0
Does android View reference passed to outside class create memory leak?,"android,view,memory-leaks",True,https://stackoverflow.com/questions/33480978/does-android-view-reference-passed-to-outside-class-create-memory-leak,True,memory leak,No,No,,,,,0,0,0
Reducing apk size which has .so files,"android,android-ndk,.so",True,https://stackoverflow.com/questions/25020022/reducing-apk-size-which-has-so-files,True,apk size,No,,,,,,0,0,0
How ANR Error dialog box is shown on main thread,"android,android-activity,android-anr-dialog",True,https://stackoverflow.com/questions/25030865/how-anr-error-dialog-box-is-shown-on-main-thread,True, ANR ,No,No,,,,,0,0,0
how to reduce app size increased after admob ads?,"android,admob,google-play-services,proguard",True,https://stackoverflow.com/questions/24978356/how-to-reduce-app-size-increased-after-admob-ads,True,app size,Storage Consumption,Configuration,,,,,1,1,1
Add and remove WebView from FrameLayout in Fragment dynamically causes memory leak (Grow heap (frag case)),"android,android-fragments,memory-leaks,webview",True,https://stackoverflow.com/questions/24968178/add-and-remove-webview-from-framelayout-in-fragment-dynamically-causes-memory-le,True,memory leak,No,No,,,"The problem is the below statement

mWebView.setLayerType(View.LAYER_TYPE_SOFTWARE, null);","Remove it then the problem is resolved.

",0,0,0
Reduce Cordova Chrome App (cca) APK Size,"android,cordova,google-chrome-app,cordova-chrome-app",True,https://stackoverflow.com/questions/24952904/reduce-cordova-chrome-app-cca-apk-size,True,apk size,No,,,,,,0,0,0
OpenCV - Android - low latency Camera Preview in setting pixel value,"android,opencv,camera,set,pixel",True,https://stackoverflow.com/questions/24930519/opencv-android-low-latency-camera-preview-in-setting-pixel-value,True,latency,No,No,,,,,0,0,0
Memory Leak while using Admob interstitial ads,"android,memory,android-activity,memory-leaks,eclipse-memory-analyzer",True,https://stackoverflow.com/questions/24902845/memory-leak-while-using-admob-interstitial-ads,True,memory leak,No,No,,,,,0,0,0
Android programatically disable the cpu usage setting,"android,settings,cpu",True,https://stackoverflow.com/questions/24813450/android-programatically-disable-the-cpu-usage-setting,True,cpu usage,No,,,,,,0,0,0
Out of memory in onActivityResult,"android,exception,bitmap,out-of-memory",True,https://stackoverflow.com/questions/24804906/out-of-memory-in-onactivityresult,True,out of memory,Memory Consumption,Image,,,,"also if the purpose of this is to just simply create a scaled image file, perhaps that task should be handled on it's own thread using an AsyncTask for that image resizing",1,1,1
Universal Image Loader gets out of memory with Samsung devices,"android,caching,universal-image-loader,inflate-exception",True,https://stackoverflow.com/questions/24678846/universal-image-loader-gets-out-of-memory-with-samsung-devices,True,out of memory,No,No,,,,,0,0,0
Is it possible to keep NIO in OP_WRITE mode without high CPU usage,"java,android,tcp,nio",True,https://stackoverflow.com/questions/37241418/is-it-possible-to-keep-nio-in-op-write-mode-without-high-cpu-usage,True,cpu usage,No,,,,,,0,0,0
Android - is this a memory leak?,"android,memory-leaks,garbage-collection",True,https://stackoverflow.com/questions/37230495/android-is-this-a-memory-leak,True,memory leak,No,No,,,,,0,0,0
Catering for devices running Jelly bean as well as versions later than Jelly bean when obtaining application data usage,"java,android,android-studio",True,https://stackoverflow.com/questions/37181492/catering-for-devices-running-jelly-bean-as-well-as-versions-later-than-jelly-bea,True,data usage,No,,,,,,0,0,0
android UI lag on some devices,"android,android-fragments,android-gridview,navigation-drawer",True,https://stackoverflow.com/questions/37158466/android-ui-lag-on-some-devices,True,UI lag,Responsiveness,Main Thread,,,,,1,1,1
Out of memory with jack,"android,out-of-memory,jack-compiler",True,https://stackoverflow.com/questions/37098997/out-of-memory-with-jack,True,out of memory,No,No,,,"Finally I found the problem ! the lag was because of the else part of the code which set the image on the UI thread, below Line:

",,0,0,0
Listview out of memory exception in viewholder,"android,memory,memory-leaks,out-of-memory,android-viewholder",True,https://stackoverflow.com/questions/37073081/listview-out-of-memory-exception-in-viewholder,True,out of memory,Memory Consumption,Image,,,,"android:largeHeap=""true""",1,1,1
Will running AsyncTask within AsyncTask cause memory leaks?,"android,android-asynctask",True,https://stackoverflow.com/questions/36967351/will-running-asynctask-within-asynctask-cause-memory-leaks,True,memory leak,No,No,,,,,0,0,0
How to analyze ANR in sharedPreferences,"android,sharedpreferences,android-anr-dialog",True,https://stackoverflow.com/questions/36905415/how-to-analyze-anr-in-sharedpreferences,True, ANR ,No,No,,,,,0,0,0
Out of memory error when loading bitmap from Uri,"android,bitmap",True,https://stackoverflow.com/questions/36885469/out-of-memory-error-when-loading-bitmap-from-uri,True,out of memory,Memory Consumption,Image,,,,,1,1,1
ListView Out of Memory Exception,"android,listview",True,https://stackoverflow.com/questions/36861256/listview-out-of-memory-exception,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android bitmap out of memory error (mapviewBalloons),"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/10718823/android-bitmap-out-of-memory-error-mapviewballoons,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android StringBuilder out of memory with large XML file,"java,android,out-of-memory",True,https://stackoverflow.com/questions/10621261/android-stringbuilder-out-of-memory-with-large-xml-file,True,out of memory,No,No,,,,,0,0,0
Greater number of activity classes increase the app size ?? Help needed,android,True,https://stackoverflow.com/questions/10633844/greater-number-of-activity-classes-increase-the-app-size-help-needed,True,app size,No,,,,,,0,0,0
Android memory leaks,"android,memory",True,https://stackoverflow.com/questions/10607447/android-memory-leaks,True,memory leak,Memory Consumption,Image,,,"Your doing some type of image loading in your getView method, this takes too long and should be done in an ASyncTask, or a handler with some type of callback.

You then store these bitmaps in a static map that will stay in memory for the lifetime of your app, this is baaad and keeps references to your context when you create the bitmaps. I can see your using it as a kind of image cache for when they are loaded, maybe think of a different way if this is causing you out of memory errors.",,1,1,1
Android: Does static link to Activity always leads to Memory Leak?,"android,memory,static,memory-leaks",True,https://stackoverflow.com/questions/10585698/android-does-static-link-to-activity-always-leads-to-memory-leak,True,memory leak,No,No,,,,,0,0,0
memory leak while bitmap processing,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/10518899/memory-leak-while-bitmap-processing,True,memory leak,Memory Consumption,Image,,,,,1,1,1
AsyncTask and Out Of Memory issue in Android,"android,asynchronous,bitmap,android-asynctask",True,https://stackoverflow.com/questions/10479313/asynctask-and-out-of-memory-issue-in-android,True,out of memory,Memory Consumption,Image,,example,,,1,1,1
How many ways you had used to decrease the Android apk size? [closed],"android,size,apk",True,https://stackoverflow.com/questions/26966412/how-many-ways-you-had-used-to-decrease-the-android-apk-size,True,apk size,No,,,,,,0,0,0
Android - fragment with three listviews crashes with out of memory error,"android,android-listview",True,https://stackoverflow.com/questions/26941509/android-fragment-with-three-listviews-crashes-with-out-of-memory-error,True,out of memory,Memory Consumption,Image,,,,"android:largeHeap=""true""",1,1,1
Picasso Library - Out of Memory,"android,picasso",True,https://stackoverflow.com/questions/26938310/picasso-library-out-of-memory,True,out of memory,No,No,,,,,0,0,0
Cannot determine build data storage root for project error IntelliJ Android,"android,intellij-idea,build",True,https://stackoverflow.com/questions/26936572/cannot-determine-build-data-storage-root-for-project-error-intellij-android,True,data storage,No,,,,,,0,0,0
Nature of Android memory leaks on orientation change and garbage collection,"android,android-activity,memory-leaks,android-asynctask,orientation-changes",True,https://stackoverflow.com/questions/26932262/nature-of-android-memory-leaks-on-orientation-change-and-garbage-collection,True,memory leak,Memory Consumption,Image,,,,,1,1,1
Catch Out Of Memory Java/Android,"java,android",True,https://stackoverflow.com/questions/26860845/catch-out-of-memory-java-android,True,out of memory,No,No,,,,,0,0,0
ViewPager Out of Memory + ImageView,"android,imageview,out-of-memory,android-pageradapter",True,https://stackoverflow.com/questions/26840104/viewpager-out-of-memory-imageview,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Getting Memory leak on android fragment,"android,gridview,android-fragments,memory-leaks,android-arrayadapter",True,https://stackoverflow.com/questions/30112248/getting-memory-leak-on-android-fragment,True,memory leak,No,No,,,,,0,0,0
Out of memory when select image from gallery for the third times Android,"java,c#,android,memory,xamarin",True,https://stackoverflow.com/questions/30040807/out-of-memory-when-select-image-from-gallery-for-the-third-times-android,True,out of memory,Memory Consumption,Image,,,,,1,1,1
which data storage option is preferable in this sceanario [closed],"android,database,google-maps",True,https://stackoverflow.com/questions/30002724/which-data-storage-option-is-preferable-in-this-sceanario,True,data storage,No,,,,,,0,0,0
APK size exceed 50MB due to large amount of native libraries,"java,android,java-native-interface,apk,native",True,https://stackoverflow.com/questions/29969816/apk-size-exceed-50mb-due-to-large-amount-of-native-libraries,True,apk size,No,,,,,,0,0,0
Why callback method for asynchronous network call can't cause memory leak when activity finished?,"java,android,jvm,okhttp",True,https://stackoverflow.com/questions/49064577/why-callback-method-for-asynchronous-network-call-cant-cause-memory-leak-when-a,True,memory leak,No,No,,,,,0,0,0
Put String result from Encode Base64 to JSONObject Out Of Memory,"android,json,base64,out-of-memory",True,https://stackoverflow.com/questions/48943122/put-string-result-from-encode-base64-to-jsonobject-out-of-memory,True,out of memory,Memory Consumption,Image,,,,"Try by adding android:hardwareAccelerated=""false"" and android:largeHeap=""true"" to your manifest. Since OOM is the most common error occurred while dealing with bitmaps.

",1,1,1
Android memory leak accountmanager dependency,"android,memory-leaks,retrofit2,accountmanager",True,https://stackoverflow.com/questions/48927389/android-memory-leak-accountmanager-dependency,True,memory leak,No,No,,,,,0,0,0
Is it a memory leak if an Activity implements a callback and that reference is passed for a network call in another thread and the screen is rotated?,"java,android,android-activity,memory-leaks,listener",True,https://stackoverflow.com/questions/48909688/is-it-a-memory-leak-if-an-activity-implements-a-callback-and-that-reference-is-p,True,memory leak,No,No,,,,,0,0,0
Out of memory issue after updating buildToolsVersion '23.0.1' in Android studio,"android,android-studio,build.gradle,android-build,build-tools",True,https://stackoverflow.com/questions/33075646/out-of-memory-issue-after-updating-buildtoolsversion-23-0-1-in-android-studio,True,out of memory,No,No,,,,,0,0,0
Handling response timeout in android using volley,"android,android-volley",True,https://stackoverflow.com/questions/34743414/handling-response-timeout-in-android-using-volley,True,response time,No,No,,,,,0,0,0
Android Java out of memory exception loading spritsheets,"java,android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/34619333/android-java-out-of-memory-exception-loading-spritsheets,True,out of memory,No,No,,,,,0,0,0
acceptable libgdx memory consumption,"android,memory,libgdx",True,https://stackoverflow.com/questions/34614079/acceptable-libgdx-memory-consumption,True,memory consumption,No,No,,,,,0,0,0
Android: Out of memory Error on launch of Drawer layout,"java,android,android-studio,out-of-memory,navigation-drawer",True,https://stackoverflow.com/questions/34560332/android-out-of-memory-error-on-launch-of-drawer-layout,True,out of memory,No,No,,,,,0,0,0
How to solve Memory Leaks?,"java,android,memory-leaks",True,https://stackoverflow.com/questions/48839442/how-to-solve-memory-leaks,True,memory leak,No,No,,,,,0,0,0
Memory leaks in context,"android,static,android-context",True,https://stackoverflow.com/questions/48848728/memory-leaks-in-context,True,memory leak,No,No,,,,,0,0,0
Getting Out of Memory Error even for a small JSON Response,"android,json,performance,out-of-memory",True,https://stackoverflow.com/questions/48748695/getting-out-of-memory-error-even-for-a-small-json-response,True,out of memory,No,No,,,,,0,0,0
Understanding Memory leaks for Context and ContextWrapper,"android,memory-leaks",True,https://stackoverflow.com/questions/48760837/understanding-memory-leaks-for-context-and-contextwrapper,True,memory leak,No,No,,,,,0,0,0
How to solve the Out of Memory issue while displaying image in android?,"android,out-of-memory",True,https://stackoverflow.com/questions/12016716/how-to-solve-the-out-of-memory-issue-while-displaying-image-in-android,True,out of memory,Memory Consumption,Image,,,,"Use smaller images. That's it. Try reducing image size before using it.

",1,1,1
Unzipping process making the device unresponsive,"java,android,unzip",True,https://stackoverflow.com/questions/11922432/unzipping-process-making-the-device-unresponsive,True,unresponsive,Responsiveness,Loop,,example,,,1,1,1
"How rotate picture from ""onPictureTaken"" without Out of memory Exception?","android,bitmap,bitmapfactory",True,https://stackoverflow.com/questions/11883752/how-rotate-picture-from-onpicturetaken-without-out-of-memory-exception,True,out of memory,No,No,,,,,0,0,0
How to handle 'force close' due late response time from server,"android,multithreading,android-activity,forceclose",True,https://stackoverflow.com/questions/11880162/how-to-handle-force-close-due-late-response-time-from-server,True,response time,No,No,,,,,0,0,0
Memory leak caused by img.setBackgroundResource,"java,android,animation,garbage-collection,android-animation",True,https://stackoverflow.com/questions/11861908/memory-leak-caused-by-img-setbackgroundresource,True,memory leak,No,No,,,,,0,0,0
Android: BitmapFactory.decodeStream() out of memory with a 400KB file with 2MB free heap,"android,heap-memory",True,https://stackoverflow.com/questions/11820266/android-bitmapfactory-decodestream-out-of-memory-with-a-400kb-file-with-2mb-f,True,out of memory,Memory Consumption,Image,,"popular, example",,,1,1,1
Strange ANR in StringBuilder,"android,string,android-anr-dialog",True,https://stackoverflow.com/questions/11807084/strange-anr-in-stringbuilder,True, ANR ,No,No,,,,,0,0,0
Java.nio.channels.ServerSocketChannel - accept() memory leak,"java,android",True,https://stackoverflow.com/questions/11796577/java-nio-channels-serversocketchannel-accept-memory-leak,True,memory leak,No,No,,,,,0,0,0
Why caching inflated layout in a static variable could be a memory leak?,"android,layout,layout-inflater",True,https://stackoverflow.com/questions/11736071/why-caching-inflated-layout-in-a-static-variable-could-be-a-memory-leak,True,memory leak,Memory Consumption,"Activity
Data Type",,check,"that's because the layout , just like all views , has a reference to the activity that holds it.

so, after the activity was closed and should be releaseed , the static variable holds a reference to a view that references to the this activity, so the app takes more memory than it should .

views are not the only variables that you should try to avoid caching using static variables . an example for this is drawables , as seen here .",,1,0,1
Android application becomes irresponsive,"android,jakarta-mail,android-service",True,https://stackoverflow.com/questions/11715334/android-application-becomes-irresponsive,True,irresponsive,Responsiveness,"Main Thread
Inefficient Method",Method Deprecated,,"onStart is deprecated. You should use onStartCommand instead.

The system calls both onStart and onStartCommand on the main UI Thread. The reason why your app is appearing to be ""irresponsive"" is because you are calling Thread.sleep(20000) on the main UI thread. The main UI thread is responsible for generating your layouts and responding to touch/UI events. The call to Thread.sleep is preventing all of this from happening, and thus your app appears to be hang (and eventually you get an Application Not Responding error).",,1,1,1
Android - Avoid memory leaks for images extracted from Gallery,"android,android-layout,android-intent,android-emulator,android-widget",True,https://stackoverflow.com/questions/11686361/android-avoid-memory-leaks-for-images-extracted-from-gallery,True,memory leak,Memory Consumption,Image,,,,,1,1,1
Retained Fragments with UI and memory leaks,"android,memory-leaks,android-fragments",True,https://stackoverflow.com/questions/13421945/retained-fragments-with-ui-and-memory-leaks,True,memory leak,No,No,,,,,0,0,0
Android Out of memory exception while downloading multiple images(>2mb each) from server,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/13396174/android-out-of-memory-exception-while-downloading-multiple-images2mb-each-fro,True,out of memory,No,No,,,,,0,0,0
Will this code from Android SDK sample cause a memory leak of the parent Activity?,android,True,https://stackoverflow.com/questions/13389306/will-this-code-from-android-sdk-sample-cause-a-memory-leak-of-the-parent-activit,True,memory leak,Memory Consumption,"Data Type
Activity","So from reading/research about memory leaks it suggests to make all inner classes static to avoid memory leaks. However, by looking at the SDK samples (specifically TicTacToeLib) they implement their callbacks without the use of static inner classes. Will this cause a memory leak? If not, why?

",,"Yes, this sample will cause a leak in case it keeps a Message in the queue. But it's not a very severe leak since it is usually limited to a rather short amount of time.",,1,1,1
How to handle Out of Memory error when loading single Bitmap from Camera,"android,bitmap,camera,xamarin.android,out-of-memory",True,https://stackoverflow.com/questions/13369229/how-to-handle-out-of-memory-error-when-loading-single-bitmap-from-camera,True,out of memory,No,No,,,,,0,0,0
Memory Leak Error Android [closed],"java,android,memory-leaks,out-of-memory",True,https://stackoverflow.com/questions/13248070/memory-leak-error-android,True,memory leak,No,No,,,,,0,0,0
Does sharedpreferences become null when application runs through out of memory issue,"android,sharedpreferences",True,https://stackoverflow.com/questions/13231515/does-sharedpreferences-become-null-when-application-runs-through-out-of-memory-i,True,out of memory,No,No,,,,,0,0,0
how to solve out of memory bitmap size exceeds exception in android [duplicate],"android,android-layout",True,https://stackoverflow.com/questions/13231450/how-to-solve-out-of-memory-bitmap-size-exceeds-exception-in-android,True,out of memory,Memory Consumption,Image,,,"You use memory heap more than gcc allowed size. You must use slaced bitmaps or +3.0 in manifest add application

","android:largeHeap=""true"" to allocate more heap size.

",1,1,1
android - Out of memory Exception,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/13226195/android-out-of-memory-exception,True,out of memory,Memory Consumption,Image,,,,,1,1,1
SharedObject or XML for data storage in AS3 for game development for android devices,"android,xml,actionscript-3,flash",True,https://stackoverflow.com/questions/13194802/sharedobject-or-xml-for-data-storage-in-as3-for-game-development-for-android-dev,True,data storage,No,,,,,,0,0,0
Efficency data storage in Android,"android,database,caching,storage",True,https://stackoverflow.com/questions/13194612/efficency-data-storage-in-android,True,data storage,No,,,,,,0,0,0
Android Memory Leak? Bitmap exceeds VM budget error with Fragments,"android,android-fragments,bitmap,out-of-memory",True,https://stackoverflow.com/questions/13178270/android-memory-leak-bitmap-exceeds-vm-budget-error-with-fragments,True,memory leak,No,No,,,,,0,0,0
Android service and main thread CPU usage,"android,multithreading,service,cpu",True,https://stackoverflow.com/questions/13148261/android-service-and-main-thread-cpu-usage,True,cpu usage,No,,,,,,0,0,0
choosing between internal and external (internal data storage limit),"android,storage",True,https://stackoverflow.com/questions/13095385/choosing-between-internal-and-external-internal-data-storage-limit,True,data storage,No,,,,,,0,0,0
Recyclerview Out Of Memory Error (using Volley),"java,android,json,android-recyclerview,android-volley",True,https://stackoverflow.com/questions/50776083/recyclerview-out-of-memory-error-using-volley,True,out of memory,Memory Consumption,Dynamic UI Loading,,,"I would say that this happens because you're disabling nested scrolling of the RecyclerView and also putting the RecyclerView inside the NestedScrollView resulting in the RecyclerView to load all the items at once and not to recycle any views which result in OOM and performance issues.

","Remove the NestedScrollView and set the ScrollListener on the RecyclerView directly.
Delete recyclerView.setNestedScrollingEnabled(false);",1,1,1
Context.startForegroundService() ANR without actually calling it,"android,android-service,android-8.0-oreo,android-anr-dialog,foreground-service",True,https://stackoverflow.com/questions/50595247/context-startforegroundservice-anr-without-actually-calling-it,True, ANR ,No,No,,,,,0,0,0
Activities not destroyed by the system before out of memory on Galaxy Nexus,"android,memory-management",True,https://stackoverflow.com/questions/9171941/activities-not-destroyed-by-the-system-before-out-of-memory-on-galaxy-nexus,True,out of memory,No,No,,,,,0,0,0
